"No.","Time","Source","Destination","Protocol","Length","Info"
"4622","2026/106 15:01:40.717185900","172.18.81.246","224.0.0.251","MDNS","288","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 1A07D4D2-4C0D-49F7-9D05-3EF227409EC7._asquic._udp.local SRV, cache flush 0 0 64941 Kilian-Cox.local AAAA, cache flush fe80::c32:3843:b289:5956 A, cache flush 172.18.81.246 NSEC, cache flush 1A07D4D2-4C0D-49F7-9D05-3EF227409EC7._asquic._udp.local NSEC, cache flush Kilian-Cox.local"
"4623","2026/106 15:01:40.717185900","fe80::c32:3843:b289:5956","ff02::fb","MDNS","308","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 1A07D4D2-4C0D-49F7-9D05-3EF227409EC7._asquic._udp.local SRV, cache flush 0 0 64941 Kilian-Cox.local AAAA, cache flush fe80::c32:3843:b289:5956 A, cache flush 172.18.81.246 NSEC, cache flush 1A07D4D2-4C0D-49F7-9D05-3EF227409EC7._asquic._udp.local NSEC, cache flush Kilian-Cox.local"
"4624","2026/106 15:01:40.717185900","fe80::18b4:2c31:80c2:5bb0","ff02::fb","MDNS","111","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"4625","2026/106 15:01:40.717185900","172.18.81.11","224.0.0.251","MDNS","91","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"4626","2026/106 15:01:40.717185900","172.18.80.47","224.0.0.251","MDNS","204","Standard query 0x0000 ANY B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local, ""QM"" question ANY maddies-iphone.local, ""QM"" question SRV 0 0 52737 maddies-iphone.local AAAA fe80::148e:f98:d082:ad7a A 172.18.80.47"
"4627","2026/106 15:01:40.717185900","fe80::148e:f98:d082:ad7a","ff02::fb","MDNS","224","Standard query 0x0000 ANY B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local, ""QM"" question ANY maddies-iphone.local, ""QM"" question SRV 0 0 52737 maddies-iphone.local AAAA fe80::148e:f98:d082:ad7a A 172.18.80.47"
"4628","2026/106 15:01:40.717185900","172.18.80.189","224.0.0.251","MDNS","477","Standard query response 0x0000 PTR Maiaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1807:b45b:9a2:82f A, cache flush 172.18.80.189 SRV, cache flush 0 0 52844 Maias-MacBook-Air.local NSEC, cache flush Maiaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Maias-MacBook-Air.local"
"4629","2026/106 15:01:40.717185900","fe80::1807:b45b:9a2:82f","ff02::fb","MDNS","497","Standard query response 0x0000 PTR Maiaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1807:b45b:9a2:82f A, cache flush 172.18.80.189 SRV, cache flush 0 0 52844 Maias-MacBook-Air.local NSEC, cache flush Maiaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Maias-MacBook-Air.local"
"4630","2026/106 15:01:40.717185900","172.18.80.47","224.0.0.251","MDNS","837","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Katieâ\200\231s MacBook Air._companion-link._tcp.local PTR Annaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (16)._companion-link._tcp.local PTR Josephineâ\200\231s MacBook Air._companion-link._tcp.local PTR emilyâ\200\231s MacBook Air (2)._companion-link._tcp.local PTR Sanchezâ\200\231s MacBook Air._companion-link._tcp.local PTR Carter's iPhone (2)._companion-link._tcp.local PTR Isaiahâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad (3)._companion-link._tcp.local PTR FBI Computer 1._companion-link._tcp.local PTR Abbeyâ\200\231s iPad._companion-link._tcp.local PTR Grantâ\200\231s MacBook Pro._companion-link._tcp.local PTR jujuâ\200\231s MacBook Air._companion-link._tcp.local PTR Morganâ\200\231s MacBook Air._companion-link._tcp.local PTR Janiceâ\200\231s MacBook Air._companion-link._tcp.local PTR kalihanâ\200\231s ipad._companion-link._tcp.local PTR Aidenâ\200\231s MacBook Air._companion-link._tcp.local PTR Jayden Herlâ\200\231s ipad._companion-link._tcp.local PTR Jelissaâ\200\231s MacBook Air._companion-link._tcp.local PTR Sophiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Bucephalus._companion-link._tcp.local PTR Maiaâ\200\231s MacBook Air._companion-link._tcp.local"
"4631","2026/106 15:01:40.717185900","fe80::148e:f98:d082:ad7a","ff02::fb","MDNS","857","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Katieâ\200\231s MacBook Air._companion-link._tcp.local PTR Annaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (16)._companion-link._tcp.local PTR Josephineâ\200\231s MacBook Air._companion-link._tcp.local PTR emilyâ\200\231s MacBook Air (2)._companion-link._tcp.local PTR Sanchezâ\200\231s MacBook Air._companion-link._tcp.local PTR Carter's iPhone (2)._companion-link._tcp.local PTR Isaiahâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad (3)._companion-link._tcp.local PTR FBI Computer 1._companion-link._tcp.local PTR Abbeyâ\200\231s iPad._companion-link._tcp.local PTR Grantâ\200\231s MacBook Pro._companion-link._tcp.local PTR jujuâ\200\231s MacBook Air._companion-link._tcp.local PTR Morganâ\200\231s MacBook Air._companion-link._tcp.local PTR Janiceâ\200\231s MacBook Air._companion-link._tcp.local PTR kalihanâ\200\231s ipad._companion-link._tcp.local PTR Aidenâ\200\231s MacBook Air._companion-link._tcp.local PTR Jayden Herlâ\200\231s ipad._companion-link._tcp.local PTR Jelissaâ\200\231s MacBook Air._companion-link._tcp.local PTR Sophiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Bucephalus._companion-link._tcp.local PTR Maiaâ\200\231s MacBook Air._companion-link._tcp.local"
"4632","2026/106 15:01:40.748878400","Microsoft_9a:52:8b","Intel_61:82:b7","ARP","60","Who has 172.18.82.64? Tell 172.18.81.102"
"4633","2026/106 15:01:40.762312200","172.18.81.43","224.0.0.251","MDNS","232","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Katieâ\200\231s MacBook Air._companion-link._tcp.local"
"4634","2026/106 15:01:40.767802200","fe80::44f:5704:a3d0:478d","ff02::fb","MDNS","252","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Katieâ\200\231s MacBook Air._companion-link._tcp.local"
"4635","2026/106 15:01:40.822785100","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.81.162? Tell 172.18.82.18"
"4636","2026/106 15:01:40.822785100","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.80.199? Tell 172.18.82.18"
"4637","2026/106 15:01:40.822785100","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.82.20? Tell 172.18.82.18"
"4638","2026/106 15:01:40.822785100","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.81.155? Tell 172.18.82.18"
"4639","2026/106 15:01:40.822785100","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.81.209? Tell 172.18.82.18"
"4640","2026/106 15:01:40.822785100","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.81.254? Tell 172.18.82.18"
"4641","2026/106 15:01:40.837372000","fe80::189b:bfd0:f093:93ea","ff02::1:ff46:283d","ICMPv6","90","Neighbor Solicitation for fe80::1cc7:6d4d:246:283d from 6e:86:4f:f6:dd:99"
"4642","2026/106 15:01:40.850680200","172.18.80.47","224.0.0.251","MDNS","204","Standard query 0x0000 ANY B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local, ""QM"" question ANY maddies-iphone.local, ""QM"" question SRV 0 0 52737 maddies-iphone.local AAAA fe80::148e:f98:d082:ad7a A 172.18.80.47"
"4643","2026/106 15:01:40.859534500","fe80::148e:f98:d082:ad7a","ff02::fb","MDNS","224","Standard query 0x0000 ANY B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local, ""QM"" question ANY maddies-iphone.local, ""QM"" question SRV 0 0 52737 maddies-iphone.local AAAA fe80::148e:f98:d082:ad7a A 172.18.80.47"
"4644","2026/106 15:01:40.956017600","WNC_d9:f2:2b","Intel_61:82:b7","ARP","60","Who has 172.18.80.1? Tell 172.18.82.17"
"4645","2026/106 15:01:40.958635000","fe80::54a4:90cf:3c90:502c","ff02::16","ICMPv6","134","Multicast Listener Report Message v2"
"4646","2026/106 15:01:40.958635000","172.18.82.17","239.255.255.250","IGMPv2","64","Membership Report group 239.255.255.250"
"4647","2026/106 15:01:40.968483600","fe80::10f1:37e7:8161:63f0","ff02::fb","MDNS","500","Standard query response 0x0000 PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::10f1:37e7:8161:63f0 A, cache flush 172.18.81.15 SRV, cache flush 0 0 54662 Natalies-MacBook-Pro-2.local NSEC, cache flush Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local NSEC, cache flush Natalies-MacBook-Pro-2.local"
"4648","2026/106 15:01:40.968483600","172.18.81.15","224.0.0.251","MDNS","480","Standard query response 0x0000 PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::10f1:37e7:8161:63f0 A, cache flush 172.18.81.15 SRV, cache flush 0 0 54662 Natalies-MacBook-Pro-2.local NSEC, cache flush Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local NSEC, cache flush Natalies-MacBook-Pro-2.local"
"4649","2026/106 15:01:41.035740300","172.18.82.17","224.0.0.252","LLMNR","65","Standard query 0x2bb9 ANY Ciara"
"4650","2026/106 15:01:41.035740300","fe80::54a4:90cf:3c90:502c","ff02::1:3","LLMNR","85","Standard query 0x2bb9 ANY Ciara"
"4651","2026/106 15:01:41.036200100","172.18.80.123","224.0.0.251","MDNS","437","Standard query response 0x0000 PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1cb7:a0e:ffbb:41f3 A, cache flush 172.18.80.123 SRV, cache flush 0 0 55536 Samanthas-MacBook-Pro.local NSEC, cache flush Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Samanthas-MacBook-Pro.local"
"4652","2026/106 15:01:41.036200100","fe80::1cb7:a0e:ffbb:41f3","ff02::fb","MDNS","457","Standard query response 0x0000 PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1cb7:a0e:ffbb:41f3 A, cache flush 172.18.80.123 SRV, cache flush 0 0 55536 Samanthas-MacBook-Pro.local NSEC, cache flush Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Samanthas-MacBook-Pro.local"
"4653","2026/106 15:01:41.036979500","fe80::54a4:90cf:3c90:502c","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"4654","2026/106 15:01:41.036979500","fe80::54a4:90cf:3c90:502c","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"4655","2026/106 15:01:41.037035300","172.18.80.46","224.0.0.251","MDNS","435","Standard query response 0x0000 PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::823:2d0c:1e5c:439c A, cache flush 172.18.80.46 SRV, cache flush 0 0 55925 Aaliyahs-MacBook-Air.local NSEC, cache flush Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Aaliyahs-MacBook-Air.local"
"4656","2026/106 15:01:41.037035300","fe80::823:2d0c:1e5c:439c","ff02::fb","MDNS","455","Standard query response 0x0000 PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::823:2d0c:1e5c:439c A, cache flush 172.18.80.46 SRV, cache flush 0 0 55925 Aaliyahs-MacBook-Air.local NSEC, cache flush Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Aaliyahs-MacBook-Air.local"
"4657","2026/106 15:01:41.106993800","172.18.80.47","224.0.0.251","MDNS","204","Standard query 0x0000 ANY B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local, ""QM"" question ANY maddies-iphone.local, ""QM"" question SRV 0 0 52737 maddies-iphone.local AAAA fe80::148e:f98:d082:ad7a A 172.18.80.47"
"4658","2026/106 15:01:41.106993800","fe80::148e:f98:d082:ad7a","ff02::fb","MDNS","224","Standard query 0x0000 ANY B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local, ""QM"" question ANY maddies-iphone.local, ""QM"" question SRV 0 0 52737 maddies-iphone.local AAAA fe80::148e:f98:d082:ad7a A 172.18.80.47"
"4659","2026/106 15:01:41.106993800","fe80::148e:f98:d082:ad7a","ff02::fb","MDNS","255","Standard query response 0x0000 PTR, cache flush maddies-iphone.local PTR, cache flush maddies-iphone.local NSEC, cache flush A.7.D.A.2.8.0.D.8.9.F.0.E.8.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 47.80.18.172.in-addr.arpa"
"4660","2026/106 15:01:41.106993800","172.18.80.47","224.0.0.251","MDNS","235","Standard query response 0x0000 PTR, cache flush maddies-iphone.local PTR, cache flush maddies-iphone.local NSEC, cache flush A.7.D.A.2.8.0.D.8.9.F.0.E.8.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 47.80.18.172.in-addr.arpa"
"4661","2026/106 15:01:41.323373600","fe80::54a4:90cf:3c90:502c","ff02::1:2","DHCPv6","120","Information-request XID: 0x0e6e5c CID: 000100012f1471a48c53e6d9f22b "
"4662","2026/106 15:01:41.323373600","fe80::54a4:90cf:3c90:502c","ff02::1:2","DHCPv6","120","Information-request XID: 0x0e6e5c CID: 000100012f1471a48c53e6d9f22b "
"4663","2026/106 15:01:41.352437200","172.18.80.201","224.0.0.251","MDNS","107","Standard query 0x00e1 PTR _googlecast._tcp.local, ""QM"" question PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question"
"4664","2026/106 15:01:41.384754700","172.18.80.47","224.0.0.251","MDNS","113","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR Gavanâ\200\231s iPhone._rdlink._tcp.local"
"4665","2026/106 15:01:41.384754700","fe80::148e:f98:d082:ad7a","ff02::fb","MDNS","133","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR Gavanâ\200\231s iPhone._rdlink._tcp.local"
"4666","2026/106 15:01:41.447715800","WNC_d9:f2:2b","Intel_61:82:b7","ARP","60","Who has 172.18.82.17? (ARP Probe)"
"4667","2026/106 15:01:41.447715800","fe80::54a4:90cf:3c90:502c","ff02::1","ICMPv6","90","Neighbor Advertisement fe80::54a4:90cf:3c90:502c (ovr) is at 8c:53:e6:d9:f2:2b"
"4668","2026/106 15:01:41.447715800","fe80::54a4:90cf:3c90:502c","ff02::2","ICMPv6","74","Router Solicitation from 8c:53:e6:d9:f2:2b"
"4669","2026/106 15:01:41.451815600","172.18.82.17","224.0.0.252","LLMNR","65","Standard query 0x2bb9 ANY Ciara"
"4670","2026/106 15:01:41.451815600","fe80::54a4:90cf:3c90:502c","ff02::1:3","LLMNR","85","Standard query 0x2bb9 ANY Ciara"
"4671","2026/106 15:01:41.452309900","fe80::54a4:90cf:3c90:502c","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"4672","2026/106 15:01:41.468665800","172.18.81.48","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"4673","2026/106 15:01:41.514924600","fe80::2043:49ff:fe9d:cea5","ff02::fb","MDNS","111","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"4674","2026/106 15:01:41.514924600","172.18.81.48","224.0.0.251","MDNS","91","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"4675","2026/106 15:01:41.610443600","fe80::823:2d0c:1e5c:439c","ff02::1:ff2a:ee4e","ICMPv6","90","Neighbor Solicitation for fe80::1803:b715:df2a:ee4e from e6:bd:41:3c:ce:4d"
"4676","2026/106 15:01:41.642555700","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.155? Tell 172.18.81.58"
"4677","2026/106 15:01:41.654402400","fe80::10f1:37e7:8161:63f0","ff02::1:ff2a:ee4e","ICMPv6","90","Neighbor Solicitation for fe80::1803:b715:df2a:ee4e from a4:cf:99:91:0d:ad"
"4678","2026/106 15:01:41.665544600","Microsoft_9a:52:8b","Intel_61:82:b7","ARP","60","Who has 172.18.82.64? Tell 172.18.81.102"
"4679","2026/106 15:01:41.733783800","172.18.80.47","224.0.0.251","MDNS","991","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Katieâ\200\231s MacBook Air._companion-link._tcp.local PTR Annaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (16)._companion-link._tcp.local PTR Josephineâ\200\231s MacBook Air._companion-link._tcp.local PTR emilyâ\200\231s MacBook Air (2)._companion-link._tcp.local PTR Sanchezâ\200\231s MacBook Air._companion-link._tcp.local PTR Carter's iPhone (2)._companion-link._tcp.local PTR Isaiahâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad (3)._companion-link._tcp.local PTR FBI Computer 1._companion-link._tcp.local PTR Abbeyâ\200\231s iPad._companion-link._tcp.local PTR Grantâ\200\231s MacBook Pro._companion-link._tcp.local PTR jujuâ\200\231s MacBook Air._companion-link._tcp.local PTR Morganâ\200\231s MacBook Air._companion-link._tcp.local PTR Janiceâ\200\231s MacBook Air._companion-link._tcp.local PTR kalihanâ\200\231s ipad._companion-link._tcp.local PTR Aidenâ\200\231s MacBook Air._companion-link._tcp.local PTR Jayden Herlâ\200\231s ipad._companion-link._tcp.local PTR Jelissaâ\200\231s MacBook Air._companion-link._tcp.local PTR Sophiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Bucephalus._companion-link._tcp.local PTR Maiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local PTR Haruto\343\201\256MacBook Air._companion-link._tcp.local"
"4680","2026/106 15:01:41.733783800","fe80::148e:f98:d082:ad7a","ff02::fb","MDNS","1011","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Katieâ\200\231s MacBook Air._companion-link._tcp.local PTR Annaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (16)._companion-link._tcp.local PTR Josephineâ\200\231s MacBook Air._companion-link._tcp.local PTR emilyâ\200\231s MacBook Air (2)._companion-link._tcp.local PTR Sanchezâ\200\231s MacBook Air._companion-link._tcp.local PTR Carter's iPhone (2)._companion-link._tcp.local PTR Isaiahâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad (3)._companion-link._tcp.local PTR FBI Computer 1._companion-link._tcp.local PTR Abbeyâ\200\231s iPad._companion-link._tcp.local PTR Grantâ\200\231s MacBook Pro._companion-link._tcp.local PTR jujuâ\200\231s MacBook Air._companion-link._tcp.local PTR Morganâ\200\231s MacBook Air._companion-link._tcp.local PTR Janiceâ\200\231s MacBook Air._companion-link._tcp.local PTR kalihanâ\200\231s ipad._companion-link._tcp.local PTR Aidenâ\200\231s MacBook Air._companion-link._tcp.local PTR Jayden Herlâ\200\231s ipad._companion-link._tcp.local PTR Jelissaâ\200\231s MacBook Air._companion-link._tcp.local PTR Sophiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Bucephalus._companion-link._tcp.local PTR Maiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local PTR Haruto\343\201\256MacBook Air._companion-link._tcp.local"
"4681","2026/106 15:01:41.748345200","172.18.82.194","224.0.0.251","MDNS","484","Standard query response 0x0000 PTR Guest Bedroom._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49153 Guest-Bedroom.local AAAA, cache flush fe80::1469:a715:7d6:c844 A, cache flush 172.18.82.194 NSEC, cache flush Guest Bedroom._companion-link._tcp.local NSEC, cache flush Guest-Bedroom.local"
"4682","2026/106 15:01:41.748345200","fe80::1469:a715:7d6:c844","ff02::fb","MDNS","504","Standard query response 0x0000 PTR Guest Bedroom._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49153 Guest-Bedroom.local AAAA, cache flush fe80::1469:a715:7d6:c844 A, cache flush 172.18.82.194 NSEC, cache flush Guest Bedroom._companion-link._tcp.local NSEC, cache flush Guest-Bedroom.local"
"4683","2026/106 15:01:41.770621000","172.18.80.47","224.0.0.251","MDNS","292","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local SRV, cache flush 0 0 52737 maddies-iphone.local AAAA, cache flush fe80::148e:f98:d082:ad7a A, cache flush 172.18.80.47 NSEC, cache flush B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local NSEC, cache flush maddies-iphone.local"
"4684","2026/106 15:01:41.770621000","fe80::148e:f98:d082:ad7a","ff02::fb","MDNS","312","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local SRV, cache flush 0 0 52737 maddies-iphone.local AAAA, cache flush fe80::148e:f98:d082:ad7a A, cache flush 172.18.80.47 NSEC, cache flush B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local NSEC, cache flush maddies-iphone.local"
"4685","2026/106 15:01:41.786279800","172.18.82.13","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR iPad (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49176 iPad-2.local AAAA, cache flush fe80::cc4:4664:51f5:53af A, cache flush 172.18.82.13 NSEC, cache flush iPad (2)._companion-link._tcp.local NSEC, cache flush iPad-2.local"
"4686","2026/106 15:01:41.786279800","fe80::cc4:4664:51f5:53af","ff02::fb","MDNS","425","Standard query response 0x0000 PTR iPad (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49176 iPad-2.local AAAA, cache flush fe80::cc4:4664:51f5:53af A, cache flush 172.18.82.13 NSEC, cache flush iPad (2)._companion-link._tcp.local NSEC, cache flush iPad-2.local"
"4687","2026/106 15:01:41.803159500","172.18.80.46","224.0.0.251","MDNS","701","Standard query response 0x0000 PTR Aaliyahâ\200\231s MacBook Air._airplay._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Aaliyahs-MacBook-Air.local AAAA, cache flush fe80::823:2d0c:1e5c:439c A, cache flush 172.18.80.46 NSEC, cache flush Aaliyahâ\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush Aaliyahs-MacBook-Air.local"
"4688","2026/106 15:01:41.803159500","fe80::823:2d0c:1e5c:439c","ff02::fb","MDNS","721","Standard query response 0x0000 PTR Aaliyahâ\200\231s MacBook Air._airplay._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Aaliyahs-MacBook-Air.local AAAA, cache flush fe80::823:2d0c:1e5c:439c A, cache flush 172.18.80.46 NSEC, cache flush Aaliyahâ\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush Aaliyahs-MacBook-Air.local"
"4689","2026/106 15:01:41.824574200","fe80::10f1:37e7:8161:63f0","ff02::fb","MDNS","728","Standard query response 0x0000 PTR Natalieâ\200\231s MacBook Pro (2)._airplay._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Natalies-MacBook-Pro-2.local AAAA, cache flush fe80::10f1:37e7:8161:63f0 A, cache flush 172.18.81.15 NSEC, cache flush Natalieâ\200\231s MacBook Pro (2)._airplay._tcp.local NSEC, cache flush Natalies-MacBook-Pro-2.local"
"4690","2026/106 15:01:41.824574200","172.18.81.15","224.0.0.251","MDNS","708","Standard query response 0x0000 PTR Natalieâ\200\231s MacBook Pro (2)._airplay._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Natalies-MacBook-Pro-2.local AAAA, cache flush fe80::10f1:37e7:8161:63f0 A, cache flush 172.18.81.15 NSEC, cache flush Natalieâ\200\231s MacBook Pro (2)._airplay._tcp.local NSEC, cache flush Natalies-MacBook-Pro-2.local"
"4691","2026/106 15:01:41.839535400","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.81.162? Tell 172.18.82.18"
"4692","2026/106 15:01:41.839535400","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.80.199? Tell 172.18.82.18"
"4693","2026/106 15:01:41.839535400","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.82.20? Tell 172.18.82.18"
"4694","2026/106 15:01:41.839535400","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.81.155? Tell 172.18.82.18"
"4695","2026/106 15:01:41.839535400","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.81.209? Tell 172.18.82.18"
"4696","2026/106 15:01:41.839535400","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.81.254? Tell 172.18.82.18"
"4697","2026/106 15:01:41.839535400","fe80::18b4:2c31:80c2:5bb0","ff02::fb","MDNS","270","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 16E65078-111E-4911-9608-1B66C0DA6835._asquic._udp.local SRV, cache flush 0 0 54019 b1bc1dbb-b42e-4bee-a37c-017278406baa.local NSEC, cache flush 16E65078-111E-4911-9608-1B66C0DA6835._asquic._udp.local"
"4698","2026/106 15:01:41.842576000","172.18.81.11","224.0.0.251","MDNS","250","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 16E65078-111E-4911-9608-1B66C0DA6835._asquic._udp.local SRV, cache flush 0 0 54019 b1bc1dbb-b42e-4bee-a37c-017278406baa.local NSEC, cache flush 16E65078-111E-4911-9608-1B66C0DA6835._asquic._udp.local"
"4699","2026/106 15:01:41.842576000","172.18.81.238","224.0.0.251","MDNS","429","Standard query response 0x0000 PTR Lydiaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 55826 Lydias-MacBook-Air.local AAAA, cache flush fe80::42a:52c3:433d:ac1a A, cache flush 172.18.81.238 NSEC, cache flush Lydiaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Lydias-MacBook-Air.local"
"4700","2026/106 15:01:41.842576000","fe80::42a:52c3:433d:ac1a","ff02::fb","MDNS","449","Standard query response 0x0000 PTR Lydiaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 55826 Lydias-MacBook-Air.local AAAA, cache flush fe80::42a:52c3:433d:ac1a A, cache flush 172.18.81.238 NSEC, cache flush Lydiaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Lydias-MacBook-Air.local"
"4701","2026/106 15:01:41.842576000","fe80::45d:889c:d511:8c83","ff02::fb","MDNS","499","Standard query response 0x0000 PTR Ephraimâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 61408 Ephraims-MacBook-Air.local AAAA, cache flush fe80::45d:889c:d511:8c83 A, cache flush 172.18.82.0 NSEC, cache flush Ephraimâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Ephraims-MacBook-Air.local"
